order_id,customer_name,phone,order_date,delivery_date,quantity,unit_price,total_amount,product_category,shipping_status
3306,John Doe,0142000326,2024-07-26,2024-08-17,-2,380,-760,Electronics,pending
3307,Jane Smith,0843549877,2024-08-28,2024-09-11,29,412,11948,Electronics,shipped
3308,John Doe,0568876982,2024-08-26,2024-09-10,78pcs,272,21216,Books,Unknown Status
3309,Jane Smith,0596716909,2024-02-08,2024-03-02,12,133,1596,Books,pending
3310,John Doe,N/A,2024-09-26,2024-10-09,55,$33,45085,Food,shipped
3311,Jane Smith,0448138557,2024-04-14,2024-04-15,72,$117,8424,Electronics,pending
3312,John Doe,0664352958,2024-10-22,2024-10-17,92pcs,329,30268,Electronics,Unknown Status
3313,Jane Smith,0940095685,2024-12-12,2024-12-27,81,-303,-24543, Electronics ,shipped
3314,John Doe,0307582186,2024-04-01,2024-04-10,18,140,2520,Electronics,shipped
3315,Jane Smith,0216549889,2024-04-07,2024-04-19,30,81,2430,Electronics,pending
3316,John Doe,0263031646,2024-02-27,2024-03-17,N/A,317,0,Electronics,shipped
3317,  John  ,0647780788,2024-03-18,2024-04-04,27,275,7425,Electronics,shipped
3318,John Doe,0697518006,2024-08-19,2024-08-14,26,379,9854,Electro­nics,pending
3319,Jane Smith,0255587153,2024-03-21,,100,320,32000,Books,pending
3320,John Doe,0465484185,2024-05-11,2024-06-07,25,46,31160,Books,delivered
3321,Jane Smith,0728470600,2024-01-17,2024-02-02,13,$91,1183,Books,Pending 
3322,John Doe,0961841221,2024-06-01,2024-06-02,37,43,1591,Books,shipped
3323,Jane Smith,0644610137,2024-10-22,2024-11-17,55pcs,,0,Clothing,Unknown Status
3324,John Doe,N/A,2024-12-22,2025-01-16,12,368,4416,Food,pending
3325,Jane Smith,0443450772,2024-03-13,2024-03-15,91,154,14014,Electronics,delivered
3326,John Doe,0425787274,2024-01-03,2024-01-18,71,50,3550,Clothing,delivered
3327,Jane Smith,0390012844,2024-04-26,2024-05-20,52,128,6656,Books,delivered
3328,John Doe,0744325859,2024-09-01,2024-09-16,43,234,10062,Electronics,delivered
3329,Jane Smith,0389931239,2024-04-05,2024-04-07,58,156,1120,Electronics,delivered
3330,John Doe,0104901199,2024-02-22,2024-03-06,73,208,,Books,delivered
3331,Jane Smith,0296430327,2024-01-16,2024-01-24,2,12,24,Clothing,shipped
3332,John Doe,0307522758,2024-12-24,2025-01-17,60,456,27360,ELECTRONICS,shipped
3333,jOhN ,0341013702,2024-05-26,2024-05-30,37,135,4995,Clothing,pending
3334,John Doe,0339322010,2024-09-22,2024-10-19,63,288,,Clothing,pending
3335,Jane Smith,33939361654,2024-07-18,2024-07-23,47,$322,15134,Electronics,pending
3336,John Doe,0230092093,2024-04-02,,36,461,16596,Electronics,shipped
3337,Jane Smith,0166285912,2024-02-01,2024-02-07,73,484,35332,Books,Unknown Status
3338,John Doe,0199963424,2024-01-23,2024-02-03,43,101,4343,Food,delivered
3339,Jane Smith,0231173471,2024-10-28,2024-11-25,N/A,62,0,Books,pending
3340,John Doe,0823986487,2024-09-17,2025-13-45,83,100,8300,Clothing,delivered
3341,Jane Smith,0542401402,2024-12-24,2025-01-07,19,148,2812,Electro­nics,pending
3342,John Doe,0146717200,2024-08-22,2024-09-09,15,498,7470,Food,pending
3343,Jane Smith,0805000102,2024-05-11,2024-06-04,34,-7,-238,Books,shipped
3344,John Doe,0827144202,2024-02-27,2024-03-17,35,116,41836,Clothing,delivered
3345,,0790055586,2024-06-13,,46,427,19642,Food,shipped
3346,John Doe,0851349412,2024-10-24,2024-11-12,78,422,32916,Food,pending
3347,Jane Smith,0592899522,2024-05-05,2024-05-25,36,,0,Books,shipped
3348,John Doe,0874279541,2024-06-24,2024-06-30,94,52,4888,Food,shipped
3349,john,0317442923,2024-06-19,2024-07-16,47,444,25652,Clothing,pending
3350,John Doe,0495724722,2024-08-28,2024-09-01,47,168,14034,Books,pending
3351,Jane Smith,0297219895,2024-05-19,2024-05-29,41,264,10824,Books,pending
3352,John Doe,0556341000,2024-08-13,2024-09-06,-5,354,-1770,Electronics,delivered
3353,Jane Smith,0661583744,2024-11-12,2024-12-08,26,217,5642,Clothing, PENDING
3354,John Doe,0752184974,2024-01-13,,97,238,23086,Food,shipped
3355,,0865983562,2024-11-24,2024-12-24,94,243,22842,Food,pending
3356,John Doe,0176236166,2024-09-08,,15,,0,Food,pending 
3357,Jane Smith,0430268482,2024-10-18,2024-10-21,25pcs,36555,913875,Clothing,pending
3358,john,0517341464,2024-02-13,2024-02-20,68,395,26860,Electronics,shipped
3359,Jane Smith,0861401025,2024-12-16,2025-01-09,32,398,12736,Food,delivered
3360,John Doe,0972270834,2024-04-21,2024-04-19,10,275,2750,Clothing,Unknown Status
3361,Jane Smith,0728550894,2024-07-08,2024-08-02,46,180,8280,Electronics,Unknown Status
3362,John Doe,0290273226,2024-04-24,2024-05-03,12,168,2016,Electronics,delivered
3363,Jane Smith,N/A,2024-05-12,2024-06-06,61,,0,Books,delivered
3364,John Doe,0803548244,2024-08-03,2024-08-15,32,,0,Electronics,Unknown Status
3365,Jane Smith,0142170554,2024-09-03,2024-09-04,6,391,9054,Food,delivered
3366,John Doe,0178339361,2024-02-10,2024-02-22,96,257,24672,Electronics,pending
3367,Jane Smith,0564419263,2024-05-08,2024-06-05,N/A,93,0,Food,Unknown Status
3368,,0588814552,2024-10-21,2024-10-29,16pcs,24,384,Clothing,delivered
3369,Jane Smith,0109598995,2024-01-28,2024-02-16,43,465,19995,Electronics,shipped
3370,John Doe,33839538355,2024-06-21,2024-07-17,34,-230,-7820,Electro­nics,delivered
ORD-2371,Jane Smith,0745735256,2024-12-09,2025-01-06,34,169,5746,,pending
3372,John Doe,0293526561,2024-06-25,2024-07-19,71,408,9616,Clothing,pending
3373,Jane Smith,0420417198,2024-05-23,2024-06-12,62,435,26970,Books,shipped
ORD-2374,John Doe,N/A,2024-08-23,2024-08-29,63,62,3906,Books,pending
3375,Jane Smith,0512139815,2024-04-04,2024-04-06,60,392,23520,Food,delivered
3376,John Doe,N/A,2024-09-08,2024-10-02,48,416,19968,Food,shipped
3377,Jane Smith,0565444876,2024-08-11,2024-08-28,28,451,12628,Clothing,delivered
3378,  John  ,0407680516,2024-09-19,2024-10-06,79,352,27808,Clothing,pending
ORD-2379,Jane Smith,0138214757,2024-02-19,2024-02-16,20,87,1740,Clothing,delivered
3380,John,0545125683,2024-11-21,2024-12-06,7,376,2632,Clothing,shipped
3381,Jane Smith,0927273997,2024-02-27,2024-03-26,89,266,23674,Electronics,pending
3382,John Doe,0387035516,2024-01-17,2024-01-20,23,$26,598,Food,Pending 
3383,Jane Smith,33159135834,2024-05-14,2024-06-09,61,80,4880,Electronics,shipped
3384,John Doe,0268469548,2024-10-05,2024-10-18,30,265,,Clothing,delivered
ORD-2385,Jane Smith,0491611685,2024-10-03,2024-10-25,37,82,3034,Books,pending
3386,John Doe,0269384341,2024-11-25,2024-12-10,68,23,1564,Clothing,pending
3387,,0269807621,2024-12-21,2025-01-12,61,192,11712,,shipped
3388,John Doe,0330439872,2024-08-07,2024-08-26,40,479,19160,Clothing,pending
3389,Jane Smith,0501301988,2024-04-28,2024-05-14,31,,0,electronics,shipped
3390,John Doe,0235675721,2024-05-13,2024-05-07,32,258,8256,Food,shipped
3391,Jane Smith,0941440197,2024-03-15,2024-04-06,13,135,1755,electronics,delivered
3392,John Doe,0180429718,2024-11-24,2024-12-18,39pcs,276,10764,Electronics,PENDING
3393,Jane Smith,0247427416,2024-09-22,2024-10-04,70,36,2520,Books,shipped
3394,John Doe,N/A,2024-12-28,2025-01-11,55,53,2915,Electronics,delivered
3395,Jane Smith,0104901939,2024-03-14,2024-03-19,10,171,1710,Clothing,pending
3396,John Doe,0236842301,2024-04-01,2024-04-06,0,135,0,Electronics,pending
3397,Jane Smith,0950000584,2024-07-12,2024-07-15,82pcs,370,38706,Books,delivered
3398,John Doe,0446641914,2024-01-22,2024-02-15,22,276,6072,Electro­nics,PENDING
3399,jOhN ,0358358889,2024-08-04,2024-08-14,16,,0,Clothing,pending
3400,John Doe,0607886777,2024-10-20,2024-11-11,61,45,2745,Books,pending
3401,Jane Smith,0693383036,2024-02-04,2024-02-20,61,246,46610,Food,pending
ORD-2402,John Doe,0667936170,2024-03-28,2024-04-12,-3,480,-1440,Electro­nics,shipped
3403,John,0377582621,2024-05-10,2024-06-03,99,277,27423,Clothing,delivered
3404,John Doe,0895527736,2024-10-06,2024-10-09,83,114,9462,Books,delivered
3405,Jane Smith,0721776210,2024-03-19,2024-04-13,71,448,31808,Food,shipped
ORD-2406,John Doe,0963299454,2024-03-27,2024-04-13,59,,0,Electronics,pending
3407,Jane Smith,0917366286,2024-04-02,2025-13-45,8,279,2232,Electro­nics,pending
3408,John Doe,0883772635,2024-05-23,2024-06-22,13,,0,Clothing,pending
3409,Jane Smith,0534358267,2024-03-02,2024-03-24,41,317,12997,Books,shipped
3410,John Doe,0380212166,2024-10-23,2024-11-13,82,126,10332,Clothing,delivered
3411,Jane Smith,0940273254,2024-09-26,2024-09-27,17,286,4862,electronics,shipped
3412,jOhN ,0810233970,2024-05-10,2024-05-27,77,$234,18018,Clothing,pending
3413,Jane Smith,0165496237,2024-01-15,2024-01-28,14,278,3892,Books,delivered
3414,John Doe,0203785057,2024-04-04,2024-03-25,26,289,7514,Books,Unknown Status
3415,Jane Smith,0548239856,2024-06-18,2024-07-15,57,222,12654,Food,shipped
3416,John Doe,0897019576,2024-11-05,2024-11-08,49,34,1666,Books,pending
3417,Jane Smith,0492932906,2024-01-27,2024-02-13,37,152,5624,Electronics,shipped
3418,John Doe,0610691114,2024-03-15,2024-04-08,15,436,6540,Books,shipped
3419,Jane Smith,0498878882,2024-06-24,2024-06-28,-7,204,-1428,Books,shipped
3420,John Doe,0720122456,2024-02-18,2024-02-20,75,223,16725,Electronics,shipped
3421,Jane Smith,0679698836,2024-05-16,2024-05-29,57,-66,-3762,,delivered
3422,John Doe,0283095707,2024-05-02,2025-13-45,86,500,43000,ELECTRONICS,delivered
3423,Jane Smith,0738021580,2024-02-05,2024-03-05,84,$254,21336,Food,delivered
3424,JOHN,0248807994,2024-10-09,2024-10-15,62,392,24304, Electronics ,shipped
3425,Jane Smith,0666581716,2024-04-10,2024-04-25,90,304,27360,Clothing,pending
3426,John Doe,0247494677,2024-09-23,2024-10-01,5,218,1090,Food,delivered
3427,Jane Smith,0793618882,2024-08-08,2024-09-03,28,336,9408,Electronics,pending
3428,John Doe,0551092021,2024-05-12,2024-05-27,N/A,340,35483,Clothing,delivered
3429,,0427582216,2024-02-25,2024-03-05,85,26,29924,Clothing,pending
3430,John Doe,0847021107,2024-12-21,2024-12-22,70,322,22540,Electronics,shipped
3431,Jane Smith,3790561226,2024-01-27,2024-02-03,65,366,23790,Books,pending
3432,John Doe,0176000186,2024-02-22,2024-03-18,96,483,46368,Books,delivered
3433,Jane Smith,0103824685,2024-07-02,2024-07-30,73,70,5110,Clothing,delivered
ORD-2434,John Doe,0978867885,2024-03-08,,63,115,7245,Electronics,Pending 
3435,John,0743717088,2024-08-26,2024-09-05,75,442,33150,Electronics,pending
3436,John Doe,0244378899,2024-04-13,2024-04-16,23,88,2024,Food,Pending 
3437,Jane Smith,0937041470,2024-11-10,2024-11-24,10pcs,411,4110,Clothing,delivered
3438,John Doe,0227716683,2024-08-27,2024-08-23,1,98,98,Food,shipped
3439,Jane Smith,0240796648,2024-03-14,2025-13-45,25,396,9900,Clothing,shipped
3440,,0676101937,2024-09-19,2024-09-27,50,435,21750,Food,shipped
3441,Jane Smith,0258234983,2024-05-16,2024-06-06,59,231,13629,,shipped
3442,John Doe,0296791925,2024-06-23,2024-07-03,22,8149,179278,Clothing,delivered
3443,Jane Smith,0408954275,2024-07-24,2024-07-27,61,464,3211,Clothing, PENDING
3444,John Doe,N/A,2024-01-21,2024-02-19,8,,0,Electronics,delivered
3445,Jane Smith,0884233846,2024-07-09,2024-08-04,-4,173,-692,Electronics,pending
3446,John Doe,0960563056,2024-09-16,,53,132,6996,Food,pending
3447,Jane Smith,0321776767,2024-08-14,2024-08-13,-7,133,40007,Books,Unknown Status
3448,,0353901943,2024-12-03,2024-12-12,84,234,19656,Clothing,shipped
3449,Jane Smith,0470227424,2024-11-28,2024-11-18,50pcs,28235,,Books,shipped
3450,John Doe,0315532001,2024-05-11,,50,217,10850,Food,shipped
3451,Jane Smith,0423906202,2024-11-25,2024-11-17,57,,48188,Electronics,pending
3452,John Doe,0385124118,2024-09-19,2024-09-21,43,2198,94514,Books,delivered
3453,Jane Smith,0539845079,2024-11-01,2024-11-11,75,420,31500,Electronics,shipped
3454,John Doe,0408170700,2024-07-19,2024-08-02,100,474,47400,Electronics,shipped
3455,Jane Smith,0243819019,2024-02-06,2024-02-23,26,332,8632, Electronics ,shipped
3456,John Doe,0237459652,2024-02-19,2024-02-24,9,456,4104,Electronics,delivered
3457,Jane Smith,0183923915,2024-12-06,2024-12-05,40,440,17600,Clothing,delivered
3458,John,0382137335,2024-09-15,2024-09-16,97,224,21728,Clothing,pending
3459,Jane Smith,33546107995,2024-10-15,2024-10-17,72,$215,15480,ELECTRONICS,pending
3460,,0629461296,2024-02-14,2024-02-11,79,57,4503,Books,shipped
3461,Jane Smith,0293549332,2024-10-08,2024-10-07,19,329,6251,Electronics,pending
3462,,0956318536,2024-08-08,2024-08-19,15,31,465,Food,PENDING
3463,Jane Smith,0851893368,2024-11-21,2024-11-27,51,405,20655,,pending
3464,John Doe,0661333651,2024-07-04,,N/A,95,45028,Clothing,delivered
3465,Jane Smith,0879286882,2024-05-28,2024-06-10,87,13483,1173021,Food,pending
3466,John Doe,0884614648,2024-08-16,2024-08-30,92,196,18032,Electronics,shipped
3467,Jane Smith,0442631943,2024-08-03,2024-08-15,45,241,10845,Books,shipped
3468,John Doe,0934113070,2024-03-28,2024-04-24,-8,379,10723,Food,delivered
3469,Jane Smith,0365045625,2024-10-10,2024-10-29,73pcs,143,10439,Clothing,pending
3470,John Doe,0133121598,2024-11-26,2024-12-21,39,83,3237,Clothing,shipped
3471,Jane Smith,0178695968,2024-11-19,2024-12-15,8pcs,158,1264,Books,shipped
3472,John Doe,(421) 675-7268,2024-05-11,2024-05-19,96,122,11712,Electronics,pending
3473,Jane Smith,0419326165,2024-01-16,2024-02-13,62,485,,Food,shipped
3474,John Doe,0854077194,2024-01-15,2024-01-29,5,406,2030,Electronics,delivered
3475,Jane Smith,0947515654,2024-02-07,2024-02-03,100,311,31100,Electronics,shipped
3476,John Doe,0840401499,2024-06-19,2024-06-25,18,191,3438,Electronics,pending
3477,Jane Smith,0709296719,2024-10-05,2024-10-22,36,20676,744336,Books,delivered
3478,John Doe,0827169804,2024-09-15,2024-10-02,17,60,1020,Clothing,delivered
3479,Jane Smith,0551585156,2024-05-06,2024-05-11,76,259,19684,Clothing,delivered
3480,John Doe,0429767396,2024-03-14,2024-03-15,44,154,30096,electronics,shipped
3481,Jane Smith,0130225601,2024-11-11,2024-11-14,100,11058,1105800,Electronics,shipped
ORD-2482,John Doe,0531915431,2024-09-03,2024-08-27,47,359,16873,Electronics,delivered
3483,Jane Smith,0617261340,2024-09-09,2024-09-19,27,377,10179,Clothing,pending
ORD-2484,John Doe,0428022915,2024-02-12,2024-02-17,-2,345,-690,,shipped
3485,Jane Smith,0426610939,2024-09-26,2024-10-05,26,48,1248, Electronics ,delivered
3486,John Doe,0268420862,2024-07-13,2024-08-05,70,31,2170,Books,pending
3487,Jane Smith,0338720403,2024-11-13,2024-11-16,55,421,25465,Clothing,pending
3488,John Doe,0962015704,2024-12-08,2024-12-12,11,181,1991,Clothing,shipped
3489,Jane Smith,0148638874,2024-07-18,2024-08-17,1,45,45,,shipped
3490,John Doe,0262436696,2024-08-23,2024-08-26,67,271,40620,ELECTRONICS,pending
3491,Jane Smith,0496230544,2024-05-24,2024-05-31,14,217,3038,Food,shipped
3492,John Doe,0740365314,2024-08-11,2024-08-23,N/A,451,0,Electronics,pending
3493,Jane Smith,0760228970,2024-11-08,2024-12-02,42,$394,32584,Clothing,pending
3494,John Doe,N/A,2024-12-23,2025-01-22,50,223,11150,Food,shipped
3495,Jane Smith,0228955701,2024-10-24,2024-11-13,3,217,651,Electronics,pending
ORD-2496,,0274187861,2024-05-14,2024-06-07,58,37,2146,,delivered
3497,Jane Smith,0477184005,2024-02-11,2024-02-20,57,330,18810,,pending
3498,John Doe,0771964925,2024-08-10,2024-09-08,89,308,27412,Electronics,pending
3499,Jane Smith,0563297096,2024-05-07,,55,295,16225,Clothing,pending
3500,John Doe,0177941120,2024-02-16,2024-03-01,38,402,15276,Books,shipped
ORD-2501,,0498210580,2024-06-04,2025-13-45,99,161,15939,Food,shipped
3502,John Doe,0267102476,2024-03-12,2024-03-26,26pcs,145,3770,Food, PENDING
3503,Jane Smith,0490798402,2024-06-19,2024-07-09,36,321,11556,Clothing,shipped
3504,John Doe,0773967691,2024-07-14,2024-08-12,95,385,36575,Electronics,shipped
3505,Jane Smith,1694830095,2024-10-06,2024-10-16,5,256,1280,Clothing,delivered
3506,John Doe,0574699456,2024-02-13,2024-02-17,52,$176,9152,Food,delivered
3507,Jane Smith,0387543098,2024-08-15,2024-09-03,28,452,12656,Clothing,pending
3508,John Doe,0917217014,2024-11-15,2024-12-11,82,42802,3509764,Electronics,pending
3509,Jane Smith,0914304221,2024-10-18,2024-11-16,33pcs,$402,13266,Books,delivered
3510,John Doe,0256769346,2024-04-25,2024-05-04,88,473,,Food, PENDING
3511,Jane Smith,0832230476,2024-01-28,2024-02-02,78,464,36192,Electronics,pending 
3512,John Doe,0256483414,2024-08-05,2024-08-13,65,37,2405,Books,delivered
3513,Jane Smith,0534741703,2024-08-27,2024-09-11,74,55,4070,Clothing,delivered
3514,John Doe,N/A,2024-03-13,2024-03-23,63,151,9513,Electronics,delivered
3515,Jane Smith,N/A,2024-10-13,2024-10-16,17,330,5610,Food,pending
3516,John Doe,0315186218,2024-12-16,2025-01-02,32,480,15360,,delivered
3517,Jane Smith,0775596102,2024-07-01,2024-07-09,84,231,,Books,delivered
3518,John Doe,0177300654,2024-04-03,2024-04-22,58,114,6612,Books,pending
3519,Jane Smith,0443514740,2024-09-20,2024-09-23,N/A,399,0,Clothing,pending
3520,John Doe,8215358676,2024-02-24,2024-02-26,77,1526,117502,,pending
3521,Jane Smith,0359973519,2024-12-01,2024-12-29,83,383,31789,Books,delivered
3522,John Doe,0552815356,2024-01-27,2024-02-02,87,382,13852,Electronics,shipped
3523,John,0987531224,2024-12-17,2025-01-16,94,274,25756,Clothing,shipped
3524,John Doe,0229590414,2024-07-07,2024-07-17,16,,0,Clothing,pending 
3525,JOHN,0233607361,2024-07-04,2024-07-12,-8,430,-3440,Clothing,shipped
3526,John Doe,0257382865,2024-06-23,2024-07-19,87,78,6786,,pending
ORD-2527,Jane Smith,0431480209,2024-02-04,2024-02-26,90,80,7200,Books,shipped
3528,John Doe,0350027828,2024-12-20,2024-12-28,70,236,16520,Books,delivered
3529,Jane Smith,0781116130,2024-02-11,2024-03-01,21,90,18633,Electronics,pending
3530,John Doe,2909929619,2024-08-04,2024-09-01,91,107,9737,Electronics,delivered
3531,Jane Smith,0410439906,2024-04-03,2024-04-21,51,372,18972,Books,Pending 
3532,John Doe,0810223202,2024-11-16,2024-11-10,21,4074,85554,Electronics,pending
3533,Jane Smith,0209885457,2024-09-16,2024-10-14,33,325,10725,Clothing,pending
3534,John Doe,0377584748,2024-05-15,2024-06-09,59,192,11328,Books,shipped
3535,Jane Smith,0138933687,2024-06-14,2024-06-22,86pcs,463,39818,Electronics,delivered
3536,John Doe,0309344659,2024-09-10,2024-10-03,61,362,22082,Clothing,delivered
3537,Jane Smith,0929345456,2024-08-23,2024-08-25,8,138,1104,Electronics,pending
3538,John Doe,0544850447,2024-03-07,,98,384,37632,Books,shipped
3539,jOhN ,0968486537,2024-10-17,2024-10-20,N/A,150,0,Clothing,PENDING
3540,,0415388622,2024-03-17,2024-04-08,19,110,2090,Clothing,shipped
3541,Jane Smith,0111733012,2024-05-19,2024-06-08,-5,20,-100,Clothing,pending
3542,John Doe,33705434796,2024-04-27,2024-05-27,4,$407,1628,Books,shipped
3543,Jane Smith,0953977554,2024-04-24,2024-04-27,94,$114,10716,Clothing,pending 
3544,jOhN ,0349456841,2024-05-12,2024-06-03,61pcs,349,21289,Clothing,delivered
3545,Jane Smith,0616325072,2024-02-11,2024-03-10,53,488,25864,Clothing,shipped
3546,john,0444329170,2024-01-07,2024-01-19,91,252,22932,Electronics,PENDING
3547,Jane Smith,0284041387,2024-03-16,2024-04-07,6,494,,Food,pending
3548,John Doe,0599205833,2024-01-09,2024-01-26,-9,,0,Electronics,delivered
3549,Jane Smith,0342867931,2024-03-13,2024-03-21,18,33071,595278,Books,shipped
3550,John Doe,0590769362,2024-10-19,2024-10-25,19,58,1102,Clothing,delivered
3551,Jane Smith,0559990602,2024-05-24,2024-05-14,4,38107,34840,Books,shipped
3552,John Doe,0140502281,2024-09-18,,74,276,20424,Food,delivered
3553,Jane Smith,0921020188,2024-07-08,2024-07-28,19,402,7638,Food,shipped
3554,John Doe,0469866920,2024-12-09,2024-11-29,36,363,13068,Clothing,delivered
3555,,0798504230,2024-12-05,2024-12-21,95,$181,17195,,pending
3556,John Doe,0837646366,2024-11-15,2024-11-28,52,457,23764,Electronics,delivered
3557,Jane Smith,0301002660,2024-12-07,2024-12-25,11,163,1793,Clothing,Unknown Status
ORD-2558,John Doe,0515123671,2024-03-18,2024-04-16,32,124,3968,Electronics,shipped
3559,Jane Smith,0337867273,2024-02-20,2024-02-19,35,32777,1147195,,delivered
3560,John Doe,0123926279,2024-08-20,2024-08-28,4,418,1672,Books,pending
3561,Jane Smith,0855140588,2024-11-04,2024-11-24,87,159,13833,Food,delivered
3562,John Doe,0325803975,2024-01-09,2025-13-45,68,$305,20740,Books,shipped
3563,,0848098328,2024-12-24,,46,$219,10074,Books,pending
3564,John Doe,0523795167,2024-08-12,2024-09-06,57,367,20919,Books,pending
3565,Jane Smith,0617460303,2024-12-21,2025-01-02,0,490,0,Food,pending
3566,John Doe,0254378293,2024-05-22,2024-06-07,72,495,35640,Books,pending
3567,Jane Smith,0750261496,2024-08-17,2024-08-20,99,223,22077,Food,pending
3568,John Doe,0612930899,2024-04-17,2025-13-45,19,380,7220,Books,shipped
3569,Jane Smith,N/A,2024-08-27,2024-09-03,83,472,39176,Electronics,pending
3570,John Doe,0265873842,2024-01-20,2024-01-30,8,32105,256840,Electronics,delivered
ORD-2571,,0229282532,2024-07-07,2024-07-24,97,294,47736,Books,delivered
3572,John Doe,0970916463,2024-02-26,2024-03-17,47pcs,404,18988,Food,pending
3573,Jane Smith,0921181791,2024-09-13,2024-09-19,83,463,38429,Food,pending
3574,John Doe,0568656028,2024-06-05,2024-06-28,49,73,7723,Clothing,shipped
3575,JOHN,0673887532,2024-04-11,2024-05-06,-2,239,-478,Books,Unknown Status
3576,John Doe,N/A,2024-10-03,2024-10-09,91,233,21203,Clothing,shipped
3577,Jane Smith,0151231997,2024-02-25,2024-02-28,19,44,836,Clothing,delivered
3578,John Doe,0460228241,2024-09-13,2024-09-21,55,390,21450,Electronics,pending
3579,Jane Smith,0287257038,2024-03-17,2025-13-45,81,329,26649,Food, PENDING
3580,John Doe,0687781063,2024-02-18,2024-03-11,11,281,3091,Books,pending
3581,Jane Smith,0117291168,2024-10-01,2024-10-14,90,181,16290,Books,pending
3582,John Doe,0757702932,2024-04-21,2024-04-23,8,44,352,Electronics,shipped
3583,  John  ,0433988490,2024-08-05,2024-09-02,56pcs,406,22736,Books,delivered
3584,John Doe,0209750394,2024-09-01,2024-09-08,18,494,8892,Clothing,shipped
3585,Jane Smith,0987718847,2024-03-13,2024-03-19,91,$125,11375,Electronics,delivered
3586,,0124680321,2024-02-19,,51,243,12393,Electro­nics,delivered
3587,Jane Smith,0269110975,2024-04-19,2024-04-29,80,396,31680,Electro­nics,shipped
3588,John Doe,0298360221,2024-11-18,2024-12-10,79,401,31679,Electronics,pending
3589,Jane Smith,0263299618,2024-06-05,2024-06-02,67,290,31448,Clothing,pending
3590,John Doe,0139705987,2024-07-03,2024-07-07,69,104,7176,Clothing,pending
3591,Jane Smith,0529230257,2024-02-03,2024-02-13,9,,0,Electronics,pending
3592,John Doe,0681643725,2024-04-03,2024-04-25,6,65,3924,Electronics,delivered
3593,john,0160861719,2024-11-27,2024-12-08,37,458,16946,Clothing,pending
3594,John Doe,0741354078,2024-08-06,2024-08-11,90,115,10350,Food,pending
3595,Jane Smith,0900342769,2024-08-25,2024-09-16,24,,0,Electronics,shipped
3596,John Doe,0836260642,2024-07-27,2024-07-24,35,191,6685,Books,shipped
3597,Jane Smith,0324970304,2024-10-19,,35pcs,361,12635,ELECTRONICS,delivered
3598,John Doe,0587823613,2024-08-27,2024-09-23,4,316,1264,Books,shipped
3599,Jane Smith,0828823599,2024-04-05,2024-04-08,29,238,6902,Electronics,shipped
3600,John Doe,0668226830,2024-08-08,2025-13-45,4,210,,Clothing,pending
3601,Jane Smith,0362762698,2024-02-01,2024-03-02,57,281,16017,Books,pending
3602,John Doe,0333997109,2024-02-25,2024-03-23,78,295,23010,Electronics,shipped
3603,Jane Smith,0785339852,2024-06-07,2024-06-19,72,257,18504,Food,delivered
3604,John Doe,0615173366,2024-02-27,2024-03-28,8,336,2688,Clothing,shipped
3605,Jane Smith,0663656037,2024-02-07,2024-02-15,13,353,4589,Clothing,shipped
3606,John Doe,0277633628,2024-03-15,2024-03-08,61,-417,-25437,Electronics,delivered
3607,Jane Smith,0378354503,2024-03-24,2024-03-18,33,337,11121,Clothing,delivered
3608,John Doe,0260048227,2024-11-14,2024-11-18,8,$333,2664,Electronics,pending
3609,Jane Smith,0419476730,2024-12-08,2024-12-16,80pcs,106,8480,Food,shipped
3610,,0529241338,2024-06-14,2024-06-15,88,299,26312,Food,pending
3611,Jane Smith,0419579003,2024-04-01,2024-04-23,81,1844,34119,Books,shipped
3612,John Doe,0503471951,2024-01-15,2024-02-14,61,187,11407,Electronics,delivered
3613,john,0210861033,2024-01-10,2024-01-23,52pcs,-233,-12116,Clothing,delivered
ORD-2614,John Doe,0649282179,2024-10-07,2024-10-05,56,227,12712,Electronics,delivered
3615,Jane Smith,0628759216,2024-09-04,2024-09-26,24,426,10224,Electronics,shipped
3616,John Doe,0382157630,2024-07-02,2024-07-05,26,-378,-9828,Electronics,pending
3617,jOhN ,0677912223,2024-12-14,2024-12-26,4,164,656,Clothing,shipped
3618,John Doe,0328326734,2024-07-25,2024-08-04,15,274,4110,Clothing,delivered
3619,John,(478) 559-7472,2024-12-08,2024-12-27,36,165,5940,Electronics,pending 
3620,John Doe,0761382155,2024-11-13,2024-12-06,60,37193,2231580,Electronics,delivered
3621,Jane Smith,0210472680,2024-07-19,2024-08-11,82,453,37146,Books,delivered
3622,john,0757026635,2024-03-07,2024-03-13,77,,0,Food,shipped
3623,Jane Smith,0693238268,2024-02-26,2024-03-19,4,347,1388,Electronics,delivered
3624,John Doe,0363764938,2024-12-20,2025-01-14,15,45517,682755,Electronics,pending
3625,Jane Smith,0198068015,2024-07-18,2024-07-13,43,-107,-4601,Electronics,Unknown Status
3626,John Doe,N/A,2024-02-24,2024-03-25,76,349,26524,Clothing,delivered
3627,Jane Smith,N/A,2024-06-17,2024-06-18,18,,0,Food,pending
ORD-2628,John Doe,N/A,2024-12-15,,49,158,7742,Books,pending
3629,Jane Smith,N/A,2024-04-24,2024-05-01,N/A,4942,0,Electronics,delivered
3630,John Doe,0479977172,2024-11-15,2024-11-21,N/A,11,0,Clothing,delivered
3631,JOHN,0117454055,2024-10-23,2024-10-24,90,$399,35910,Food,delivered
