Unnamed: 0,num_reservation,passeport,pension,date_arrive,date_depart,qte_chambre,adultes,enf_payant,enf_gratuit,bebe,segment
4676,RN7GJO8,P64784171,ALL IN,2024-05-02,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4677,R834C8V,P79827668,ALL IN,2024-05-02,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4678,RM07VUO,P05609222,ALL IN,2024-05-02,2024-05-07,1.0,2.0,0.0,0.0,1.0,1-TO
4679,R0SV475,P22236195,ALL IN,2024-05-02,2024-05-07,1.0,2.0,0.0,0.0,0.0,1-TO
4680,REHZ2O4,P52750190,ALL IN,2024-05-02,2024-05-07,1.0,2.0,0.0,0.0,0.0,1-TO
4681,RIUPAKU,P79721200,ALL IN,2024-05-02,2024-05-09,1.0,1.0,1.0,0.0,0.0,1-TO
4682,RU1JMR9,P92886889,ALL IN,2024-05-02,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4683,ROCDYY3,P33198408,ALL IN,2024-05-02,2024-05-06,1.0,2.0,0.0,0.0,0.0,1-TO
4684,RPB386M,P52123728,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4685,RNHP9H8,P35259619,LPD,2024-05-02,2024-05-03,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
4686,RWHD4GL,P32209837,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4687,RRWZY64,P60854355,LPD,2024-05-02,2024-05-03,1.0,3.0,1.0,0.0,0.0,3-MICE & Corporate
4688,R892RLZ,P80850649,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4689,RKANJUG,P45665335,LPD,2024-05-02,2024-05-03,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
4690,RP4MHT8,P28534674,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4691,RMO9OVD,P39363737,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,1.0,3-MICE & Corporate
4692,ROL6C91,P97684721,LPD,2024-05-02,2024-05-03,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
4693,REOITE1,P79058296,LPD,2024-05-02,2024-05-03,1.0,1.0,1.0,0.0,0.0,3-MICE & Corporate
4694,RY1BXSE,P32003573,LPD,2024-05-02,2024-05-03,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4695,RIFF8RL,P21399121,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4696,RBKQ0H7,P44677239,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4697,RYQGIAR,P72374636,ALL IN,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4698,RVEDZNK,P11061365,ALL IN,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4699,RFVHPOW,P15933919,ALL IN,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4700,RE1Q0ZJ,P86291492,ALL IN,2024-05-05,2024-05-15,1.0,2.0,0.0,0.0,0.0,1-TO
4701,R4MIWM3,P02774407,ALL IN,2024-05-05,2024-05-10,1.0,2.0,0.0,0.0,0.0,4-OTA
4702,RTZCZOF,P73205648,ALL IN,2024-05-05,2024-05-10,1.0,2.0,0.0,0.0,0.0,4-OTA
4703,RFOGPA4,P00983297,ALL IN,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4704,RULJZN1,P78257214,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4705,R85LQBB,P72449181,ALL IN,2024-05-05,2024-05-08,1.0,2.0,0.0,0.0,0.0,4-OTA
4706,R42E4IX,P77928270,ALL IN,2024-05-05,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4707,RV990OH,P09928752,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4708,RDYWY0U,P44304891,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4709,R4Y769F,P19115324,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4710,RX5CLSN,P24102494,DP,2024-05-05,2024-05-08,1.0,2.0,0.0,0.0,0.0,2-Agences
4711,R5ZYIAP,P62175097,ALL IN,2024-05-05,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4712,RT71D55,P56307239,ALL IN,2024-05-05,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4713,RILL0YE,P41697802,DP,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4714,RKY76LF,P52702026,DP,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4715,RAY4RKI,P53636511,DP,2024-05-05,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4716,RMCJZIE,P14201270,ALL IN,2024-05-05,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4717,RNXKMID,P51546791,ALL IN,2024-05-05,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4718,RGWNVZM,P10488473,ALL IN,2024-05-05,2024-05-14,1.0,2.0,0.0,0.0,0.0,1-TO
4719,RDI3031,P11408743,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4720,RWRLVIM,P59220541,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4721,RCHEA1J,P12348834,ALL IN,2024-05-04,2024-05-11,1.0,1.0,0.0,0.0,0.0,1-TO
4722,RQ2XFQ4,P37515960,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4723,RUF1MP4,P01330657,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4724,RNK0006,P24103476,ALL IN,2024-05-04,2024-05-11,1.0,1.0,0.0,0.0,0.0,1-TO
4725,RGKE6SA,P69394539,ALL IN,2024-05-04,2024-05-14,1.0,2.0,0.0,0.0,0.0,1-TO
4726,R69A5P9,P10156178,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4727,R62FO5D,P36533472,ALL IN,2024-05-04,2024-05-11,1.0,1.0,1.0,0.0,0.0,1-TO
4728,RI7T918,P78405190,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4729,RKC7LWR,P33879450,ALL IN,2024-05-04,2024-05-12,1.0,3.0,0.0,0.0,0.0,1-TO
4730,RWV6X3Y,P78754336,ALL IN,2024-05-04,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4731,RMPLNBW,P66824158,ALL IN,2024-05-04,2024-05-12,0.0,2.0,0.0,0.0,0.0,1-TO
4732,RBLZZ2L,P24377323,ALL IN,2024-05-04,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4733,RVW84E3,P71965518,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4734,RBTTP57,P41685810,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4735,RJKAY9F,P15627311,ALL IN,2024-05-04,2024-05-18,1.0,2.0,0.0,0.0,0.0,1-TO
4736,RH7NAQF,P13416519,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4737,R8UU0W8,P56142007,ALL IN,2024-05-04,2024-05-09,1.0,3.0,0.0,0.0,0.0,1-TO
4738,RSL5ENU,P71142473,ALL IN,2024-05-04,2024-05-11,1.0,3.0,0.0,0.0,0.0,1-TO
4739,RDVLQEK,P29923924,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4740,R7UBP79,P22905122,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4741,RYJ1BE5,P34782278,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4742,RILLUT2,P64078342,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4743,R76INMW,P49853748,DP,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4744,RI88PTF,P18926411,ALL IN,2024-05-04,2024-05-11,1.0,2.0,1.0,0.0,0.0,1-TO
4745,RHYJ0UM,P95489856,DP,2024-05-04,2024-05-06,1.0,2.0,0.0,0.0,0.0,2-Agences
4746,RRZRIUS,P63602020,PC,2024-05-04,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4747,R23HO51,P97727434,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4748,R9XY3H0,P74752194,DP,2024-05-04,2024-05-05,1.0,1.0,0.0,0.0,0.0,2-Agences
4749,RQVAOL9,P16079861,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4750,R1ZNVHR,P09496484,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4751,RMG8562,P28775665,ALL IN,2024-05-04,2024-05-07,1.0,1.0,0.0,0.0,0.0,1-TO
4752,RLO9B5W,P02625243,DP,2024-05-04,2024-05-05,1.0,3.0,0.0,0.0,0.0,2-Agences
4753,R7BSB87,P83248820,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,4-OTA
4754,RVAW41P,P71884549,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4755,RICR3ZI,P37578497,DP,2024-05-04,2024-05-05,1.0,2.0,1.0,0.0,0.0,2-Agences
4756,RTD0N8K,P05037166,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,4-OTA
4757,R9XV7LT,P53271649,DP,2024-05-04,2024-05-06,1.0,2.0,0.0,0.0,0.0,4-OTA
4758,RTYX8RO,P50641480,ALL IN,2024-05-04,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4759,RJ6XVMM,P76229590,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4760,R3JTSZ1,P14501172,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4761,R4459R9,P87884224,DP,2024-05-04,2024-05-06,1.0,2.0,0.0,0.0,0.0,2-Agences
4762,RSCQY5G,P75013978,PC,2024-05-04,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4763,RB6LFFT,P58247630,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,5-Individuel
4764,R8J10KP,P13245685,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4765,RB41OAQ,P92803953,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4766,RVXI7KN,P35003940,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4767,RSAI7F3,P23720993,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,5-Individuel
4768,RKNF9E4,P43997808,DP,2024-05-04,2024-05-05,1.0,2.0,1.0,0.0,0.0,2-Agences
4769,R5M1E3U,P65261176,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4770,R5GDOV5,P06735927,ALL IN,2024-05-04,2024-05-10,1.0,1.0,0.0,0.0,0.0,1-TO
4771,RKZ580Y,P34317490,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4772,RFFV6H1,P71673551,ALL IN,2024-05-04,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4773,RMY8A99,P50638256,ALL IN,2024-05-04,2024-05-12,1.0,2.0,0.0,0.0,0.0,1-TO
4774,RCQOACO,P56712092,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4775,R9W8DR6,P18865386,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4776,R9XW44R,P88386718,ALL IN,2024-05-04,2024-05-18,1.0,2.0,0.0,0.0,0.0,1-TO
4777,ROVE907,P13548483,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4778,R7HYKNY,P62592356,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4779,R8K5EZR,P77215086,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4780,R6P1ECA,P88004059,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4781,RGO10G8,P71593429,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4782,RPN9A9N,P94124030,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4783,R4WPCRK,P25468488,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4784,RBQ0PCU,P90644938,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4785,R3Z0NB9,P99517960,DP,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4786,RDYIR25,P20670806,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4787,RU7VYAV,P88281057,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4788,R4Z4ZL9,P57016045,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4789,RRYLM64,P33841422,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4790,RH00XKC,P79960330,ALL IN,2024-05-04,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4791,RP5YT2Q,P64751854,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4792,RQA4N3Y,P04749593,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4793,R01Z990,P14224769,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4794,R1YVYBW,P65848398,ALL IN,2024-05-04,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4795,RGAYZOH,P67763184,ALL IN,2024-05-04,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4796,RBZIEUM,P31933056,ALL IN,2024-05-04,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4797,RMC2K51,P73934180,LPD,2024-05-04,2024-05-07,1.0,2.0,0.0,0.0,0.0,4-OTA
4798,RYGWNSB,P95948204,DP,2024-05-04,2024-05-12,1.0,2.0,0.0,0.0,0.0,2-Agences
4799,RK7DS4V,P52357614,ALL IN,2024-05-04,2024-05-08,1.0,2.0,0.0,0.0,0.0,4-OTA
4800,R0U9C2Z,P36700609,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4801,RZL22UL,P00989996,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4802,RU8GJTO,P68340401,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4803,RQB23I2,P78295064,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4804,RRQYCSU,P66765199,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4805,RCKD4SO,P04931161,ALL IN,2024-05-04,2024-05-07,1.0,2.0,0.0,0.0,0.0,1-TO
4806,RUU8IOF,P18670462,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4807,RIS1BBO,P75562660,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4808,RP1D7EJ,P15158497,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4809,R16KXA3,P20947420,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4810,RVVGXHP,P19037872,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,4-OTA
4811,R2WBM7W,P49523073,DP,2024-05-04,2024-05-06,1.0,2.0,0.0,0.0,0.0,4-OTA
4812,R3RVFBP,P51093709,ALL IN,2024-05-04,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4813,RK71XAQ,P95630358,DP,2024-05-04,2024-05-06,1.0,2.0,0.0,0.0,0.0,2-Agences
4814,RV088XN,P14468597,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4815,RQVIS63,P13607427,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4816,RE6N9M6,P15518782,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4817,RY3JZS8,P33915981,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,5-Individuel
4818,RWBTOYE,P20390840,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4819,RR4SGTJ,P91142110,DP,2024-05-04,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4820,RZGBEJR,P02781047,ALL IN,2024-05-04,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4821,RMPCOZD,P99546600,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4822,RW92XR6,P47554572,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4823,R4SA4DX,P78864904,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4824,R6JE1WR,P27356149,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4825,RCEPXVP,P34394825,ALL IN,2024-05-03,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
4826,R1WOTCS,P75407679,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4827,RQU58YG,P76609303,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4828,RBNR4IW,P71946337,ALL IN,2024-05-03,2024-06-14,1.0,2.0,0.0,0.0,0.0,1-TO
4829,RJOEUW5,P93601771,ALL IN,2024-05-03,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4830,RIHAQ2N,P67095880,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4831,RS008KV,P46545531,PC,2024-05-03,2024-05-05,1.0,2.0,1.0,0.0,0.0,3-MICE & Corporate
4832,RGD7WBN,P52747157,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4833,RICQO2P,P32718378,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4834,R59BLKC,P70243933,PC,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4835,RZN5FW2,P56474818,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4836,RE6FAYO,P64897761,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4837,R7FXH99,P83197125,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4838,RH6TFXY,P81447596,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4839,RLZH8VJ,P97609140,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4840,RS68UXJ,P69263437,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4841,R1NK5JA,P07636860,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4842,R343Q1W,P23985829,PC,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4843,RURTPEG,P91077199,PC,2024-05-03,2024-05-05,0.0,1.0,2.0,0.0,0.0,3-MICE & Corporate
4844,RPHSJMZ,P62918913,PC,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
4845,RRPP4HQ,P04928239,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4846,RLHLH6J,P34338683,PC,2024-05-03,2024-05-05,1.0,0.0,2.0,0.0,0.0,3-MICE & Corporate
4847,RS3P7Q8,P04262725,PC,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
4848,RPTGCQP,P35375680,ALL IN,2024-05-03,2024-05-07,1.0,2.0,0.0,0.0,0.0,1-TO
4849,RLFKFEY,P29916616,ALL IN,2024-05-03,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4850,RQADNDO,P94289385,ALL IN,2024-05-03,2024-05-10,1.0,3.0,0.0,0.0,0.0,1-TO
4851,RC3LU6H,P30143779,ALL IN,2024-05-03,2024-05-09,1.0,2.0,0.0,0.0,0.0,1-TO
4852,RRNL9XF,P09186016,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4853,RWDOFRY,P60523120,ALL IN,2024-05-03,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4854,RHL6F5R,P76221368,ALL IN,2024-05-03,2024-05-07,1.0,1.0,0.0,0.0,0.0,1-TO
4855,REU3AZJ,P64812775,DP,2024-05-03,2024-05-05,1.0,3.0,0.0,0.0,0.0,2-Agences
4856,R7XE8IB,P95808363,ALL IN,2024-05-03,2024-05-08,1.0,2.0,0.0,0.0,0.0,1-TO
4857,RG8RK64,P71819083,DP,2024-05-03,2024-05-04,1.0,2.0,0.0,0.0,0.0,4-OTA
4858,RN2NYS5,P32894913,LPD,2024-05-03,2024-05-04,1.0,2.0,0.0,0.0,0.0,4-OTA
4859,RDRX3MG,P35470655,DP,2024-05-03,2024-05-04,1.0,2.0,0.0,0.0,0.0,4-OTA
4860,RJXB7MW,P05278521,DP,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4861,RHYNG34,P10076957,DP,2024-05-03,2024-05-05,1.0,2.0,1.0,0.0,1.0,2-Agences
4862,RDMT9TW,P10834276,DP,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4863,R0ORGZX,P29158114,DP,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4864,RLG73PT,P58595690,ALL IN,2024-05-03,2024-05-08,1.0,1.0,0.0,0.0,0.0,1-TO
4865,RSUZRIF,P91739072,DP,2024-05-03,2024-05-04,1.0,3.0,0.0,0.0,0.0,5-Individuel
4866,RUDQS5X,P50550855,ALL IN,2024-05-03,2024-05-06,1.0,2.0,0.0,0.0,0.0,4-OTA
4867,R2007VG,P55275636,PC,2024-05-03,2024-05-05,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
4868,REIM7BO,P47947165,DP,2024-05-03,2024-05-04,1.0,3.0,0.0,0.0,0.0,2-Agences
4869,RPK21J9,P24915115,DP,2024-05-03,2024-05-04,1.0,1.0,0.0,0.0,0.0,2-Agences
4870,R1NB1BR,P55882075,PC,2024-05-03,2024-05-05,1.0,2.0,2.0,0.0,0.0,3-MICE & Corporate
4871,R9NB3GO,P25534267,ALL IN,2024-05-03,2024-05-05,1.0,2.0,0.0,0.0,0.0,2-Agences
4872,RRI2M0I,P56914467,DP,2024-05-03,2024-05-05,1.0,1.0,0.0,0.0,2.0,2-Agences
4873,RQS0IAM,P32907787,ALL IN,2024-05-03,2024-05-07,1.0,2.0,0.0,0.0,0.0,4-OTA
4874,RR823KK,P50867313,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4875,RQM4V9O,P33287574,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4876,RD8IWJD,P25680548,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4877,RP47TSP,P22629735,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4878,RBMBX5A,P22930755,ALL IN,2024-05-03,2024-05-17,1.0,2.0,0.0,0.0,0.0,1-TO
4879,RSX8FV2,P58330557,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4880,RA54HSY,P96783520,ALL IN,2024-05-03,2024-05-11,1.0,2.0,0.0,0.0,0.0,1-TO
4881,RQTG09F,P38378366,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4882,R63168B,P47526998,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4883,R6R5T79,P63131900,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4884,RGWNKYY,P93850238,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4885,RW046AY,P80375785,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4886,R3OZP6H,P54347263,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4887,RXKKPFA,P93513281,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4888,RPXA5MN,P40216641,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4889,R94BKL1,P56465514,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4890,RCZFI06,P35221626,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4891,R52KBU9,P55574415,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4892,RRMBC9K,P81014151,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4893,R9AL7X9,P63063665,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4894,RNUOJBP,P38772509,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4895,RJ0UXTF,P77614047,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4896,RTZETYL,P48093423,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4897,RRDIIZW,P69810470,ALL IN,2024-05-03,2024-05-06,1.0,2.0,0.0,0.0,0.0,1-TO
4898,RMGFARW,P61691197,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4899,RM2RUX8,P87831777,DP,2024-05-03,2024-05-07,1.0,2.0,0.0,0.0,0.0,1-TO
4900,R9B919R,P88327857,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4901,RAGXYGV,P86562514,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4902,RZAXFYT,P92426533,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4903,RIRB3OH,P18288323,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
4904,RFV0FOY,P63140383,ALL IN,2024-05-03,2024-05-10,1.0,2.0,0.0,0.0,0.0,1-TO
